Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3,english-monolingual,0.0,UR # Urdu,B1,most frequent,Abstract Concepts,anger,intense;fiery;uncontrollable;deep;burning;fierce;raw;bitter;sudden;suppressed
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Spatial Concepts,back,rear;hind;posterior;hidden;behind;distant;remote;trailing;secondary;supportive
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Spatial Concepts,below,lower;beneath;underneath;inferior;submerged;hidden;deep;underground;lesser;sunken
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Spatial Concepts,east,eastern;oriental;rising;distant;cultural;ancient;exotic;remote;vibrant;historic
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Spatial Concepts,front,forward;leading;primary;main;visible;prominent;foremost;initial;central;bold
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Spatial Concepts,inside,inner;internal;hidden;enclosed;private;deep;secret;confined;sheltered;intimate
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Spatial Concepts,left,western;remaining;liberal;odd;stray;abandoned;unused;sideways;awkward;opposite
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Spatial Concepts,north,cold;polar;upper;distant;rugged;remote;harsh;northern;wild;frosty
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Spatial Concepts,outside,external;outer;exposed;public;distant;foreign;open;peripheral;surface;visible
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Spatial Concepts,right,correct;eastern;proper;just;conservative;immediate;direct;fitting;moral;accurate
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Spatial Concepts,south,warm;southern;tropical;lower;sunny;exotic;humid;vibrant;coastal;relaxed
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Spatial Concepts,west,western;distant;frontier;modern;wild;progressive;setting;remote;cultural;expansive
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Time Concepts,century,past;new;old;modern;ancient;turning;significant;historic;pivotal;memorable
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Time Concepts,day,long;short;busy;sunny;rainy;quiet;hectic;memorable;ordinary;special
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Time Concepts,evening,quiet;cool;peaceful;dark;late;relaxing;romantic;calm;twilight;serene
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Time Concepts,hour,late;early;long;short;busy;quiet;critical;fleeting;golden;rushed
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Time Concepts,minute,quick;fleeting;brief;last;crucial;precious;exact;passing;tense;hurried
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Time Concepts,month,long;short;busy;quiet;cold;warm;rainy;memorable;current;past
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Time Concepts,morning,early;bright;cool;quiet;fresh;sunny;busy;peaceful;crisp;new
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Time Concepts,night,dark;late;quiet;long;cold;starry;sleepless;eerie;peaceful;silent
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Time Concepts,season,warm;cold;rainy;dry;festive;changing;favorite;harsh;mild;transitional
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Time Concepts,second,quick;brief;fleeting;critical;last;passing;precise;split;tense;momentary
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Time Concepts,week,busy;long;short;hectic;quiet;productive;stressful;relaxing;eventful;ordinary
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Time Concepts,year,past;new;long;short;memorable;challenging;successful;difficult;historic;transformative
