Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,english-monolingual,0.0,AR # Arabic,B1,most frequent,Abstract Concepts,anger,intense;blind;raw;sudden;deep;boiling;righteous;suppressed;explosive;quiet
grok-3-mini,english-monolingual,0.0,AR # Arabic,B1,most frequent,Environmental Phenomena,thunder,loud;rumbling;distant;crashing;ominous;echoing;sudden;deep;nighttime;powerful
grok-3-mini,english-monolingual,0.0,AR # Arabic,B2,most frequent,Environmental Phenomena,thunder,loud;rumbling;distant;crashing;ominous;echoing;sudden;deep;nighttime;powerful
grok-3-mini,english-monolingual,0.0,AR # Arabic,C1,most frequent,Environmental Phenomena,thunder,loud;rumbling;distant;crashing;ominous;echoing;sudden;deep;nighttime;powerful
grok-3-mini,english-monolingual,0.0,AR # Arabic,C2,most frequent,Environmental Phenomena,thunder,rumbling;distant;loud;crashing;ominous;rolling;sudden;muffled;explosive;echoing
grok-3-mini,english-monolingual,0.0,AR # Arabic,Perfect,most frequent,Environmental Phenomena,thunder,loud;rumbling;distant;explosive;echoing;sudden;ominous;crashing;nighttime;prolonged
grok-3-mini,english-monolingual,0.0,AR # Arabic,B1,most frequent,Environmental Phenomena,tide,high;low;rising;ebbing;strong;coastal;incoming;outgoing;tidal;gentle
grok-3-mini,english-monolingual,0.0,AR # Arabic,B2,most frequent,Environmental Phenomena,tide,high;low;rising;ebbing;strong;coastal;incoming;outgoing;turbulent;predictable
grok-3-mini,english-monolingual,0.0,AR # Arabic,C1,most frequent,Environmental Phenomena,tide,high;low;rising;ebbing;strong;coastal;incoming;outgoing;turbulent;gentle
grok-3-mini,english-monolingual,0.0,AR # Arabic,C2,most frequent,Environmental Phenomena,tide,high;low;rising;ebbing;strong;incoming;outgoing;tidal;calm;surging
grok-3-mini,english-monolingual,0.0,AR # Arabic,Perfect,most frequent,Environmental Phenomena,tide,high;low;rising;ebbing;strong;coastal;daily;powerful;incoming;outgoing
grok-3-mini,english-monolingual,0.0,AR # Arabic,B1,most frequent,Environmental Phenomena,volcano,active;dormant;explosive;massive;smoking;ancient;fiery;underwater;dangerous;majestic
grok-3-mini,english-monolingual,0.0,AR # Arabic,B2,most frequent,Environmental Phenomena,volcano,active;dormant;explosive;massive;smoking;ancient;dangerous;fiery;underwater;towering
grok-3-mini,english-monolingual,0.0,AR # Arabic,C1,most frequent,Environmental Phenomena,volcano,active;dormant;explosive;massive;smoking;ancient;dangerous;fiery;underwater;towering
grok-3-mini,english-monolingual,0.0,AR # Arabic,C2,most frequent,Environmental Phenomena,volcano,active;dormant;explosive;massive;smoking;ancient;fiery;submerged;threatening;volcanic
grok-3-mini,english-monolingual,0.0,AR # Arabic,Perfect,most frequent,Environmental Phenomena,volcano,active;dormant;massive;explosive;smoking;ancient;fiery;underwater;threatening;majestic
grok-3-mini,english-monolingual,0.0,AR # Arabic,B1,most frequent,Environmental Phenomena,wind,strong;gentle;howling;cold;warm;gusty;steady;coastal;northern;swirling
grok-3-mini,english-monolingual,0.0,AR # Arabic,B2,most frequent,Environmental Phenomena,wind,strong;gentle;howling;chilly;gusty;steady;warm;coastal;erratic;biting
grok-3-mini,english-monolingual,0.0,AR # Arabic,C1,most frequent,Environmental Phenomena,wind,strong;gentle;howling;cold;warm;gusty;steady;coastal;biting;variable
grok-3-mini,english-monolingual,0.0,AR # Arabic,C2,most frequent,Environmental Phenomena,wind,strong;gentle;howling;chilly;gusty;steady;warm;biting;offshore;swirling
grok-3-mini,english-monolingual,0.0,AR # Arabic,Perfect,most frequent,Environmental Phenomena,wind,strong;gentle;howling;cold;warm;gusty;steady;coastal;biting;erratic
grok-3-mini,english-monolingual,0.0,AR # Arabic,B1,most frequent,Food Items,apple,red;green;crisp;juicy;ripe;tart;fresh;organic;sweet;golden
grok-3-mini,english-monolingual,0.0,AR # Arabic,B2,most frequent,Food Items,apple,red;green;crisp;juicy;ripe;tart;fresh;organic;sweet;spoiled
grok-3-mini,english-monolingual,0.0,AR # Arabic,C1,most frequent,Food Items,apple,red;crisp;juicy;green;sweet;tart;fresh;ripe;organic;shiny
grok-3-mini,english-monolingual,0.0,AR # Arabic,C2,most frequent,Food Items,apple,red;crisp;juicy;green;tart;fresh;ripe;organic;sweet;bruised
grok-3-mini,english-monolingual,0.0,AR # Arabic,Perfect,most frequent,Food Items,apple,red;crisp;juicy;green;sweet;tart;fresh;ripe;organic;shiny
grok-3-mini,english-monolingual,0.0,AR # Arabic,B1,most frequent,Food Items,banana,yellow;ripe;green;peeled;sweet;curved;fresh;spotted;organic;large
grok-3-mini,english-monolingual,0.0,AR # Arabic,B2,most frequent,Food Items,banana,yellow;ripe;peeled;sweet;green;spotted;fresh;tropical;soft;curved
grok-3-mini,english-monolingual,0.0,AR # Arabic,C1,most frequent,Food Items,banana,yellow;ripe;peeled;sweet;green;spotted;fresh;curved;organic;soft
grok-3-mini,english-monolingual,0.0,AR # Arabic,C2,most frequent,Food Items,banana,yellow;ripe;peeled;green;sweet;spotted;fresh;curved;organic;mushy
grok-3-mini,english-monolingual,0.0,AR # Arabic,Perfect,most frequent,Food Items,banana,yellow;ripe;peeled;sweet;green;curved;fresh;spotted;organic;soft
grok-3-mini,english-monolingual,0.0,AR # Arabic,B1,most frequent,Food Items,beef,tender;lean;grilled;ground;fatty;rare;organic;seasoned;fresh;aged
grok-3-mini,english-monolingual,0.0,AR # Arabic,B2,most frequent,Food Items,beef,tender;lean;grilled;fatty;fresh;organic;rare;ground;seasoned;tough
grok-3-mini,english-monolingual,0.0,AR # Arabic,C1,most frequent,Food Items,beef,tender;lean;grilled;fatty;fresh;ground;rare;organic;juicy;aged
grok-3-mini,english-monolingual,0.0,AR # Arabic,C2,most frequent,Food Items,beef,tender;lean;grilled;ground;fatty;rare;organic;marbled;fresh;seasoned
grok-3-mini,english-monolingual,0.0,AR # Arabic,Perfect,most frequent,Food Items,beef,tender;lean;grilled;ground;rare;fatty;fresh;organic;seasoned;juicy
grok-3-mini,english-monolingual,0.0,AR # Arabic,B1,most frequent,Food Items,bread,fresh;sliced;whole-wheat;crusty;soft;toasted;homemade;warm;white;rye
grok-3-mini,english-monolingual,0.0,AR # Arabic,B2,most frequent,Food Items,bread,fresh;warm;sliced;whole-wheat;crusty;soft;homemade;toasted;stale;artisanal
grok-3-mini,english-monolingual,0.0,AR # Arabic,C1,most frequent,Food Items,bread,fresh;warm;sliced;whole-wheat;crusty;soft;toasted;homemade;stale;artisan
grok-3-mini,english-monolingual,0.0,AR # Arabic,C2,most frequent,Food Items,bread,fresh;sliced;whole-wheat;crusty;soft;toasted;homemade;stale;warm;artisan
grok-3-mini,english-monolingual,0.0,AR # Arabic,Perfect,most frequent,Food Items,bread,fresh;warm;sliced;whole-wheat;crusty;soft;homemade;toasted;white;artisanal
grok-3-mini,english-monolingual,0.0,AR # Arabic,B1,most frequent,Food Items,broccoli,fresh;steamed;green;crisp;organic;frozen;raw;tender;chopped;floreted
grok-3-mini,english-monolingual,0.0,AR # Arabic,B2,most frequent,Food Items,broccoli,fresh;green;steamed;crisp;organic;frozen;raw;tender;floreted;bitter
grok-3-mini,english-monolingual,0.0,AR # Arabic,C1,most frequent,Food Items,broccoli,fresh;green;steamed;crisp;organic;frozen;raw;tender;floreted;healthy
grok-3-mini,english-monolingual,0.0,AR # Arabic,C2,most frequent,Food Items,broccoli,fresh;steamed;green;crisp;organic;frozen;tender;raw;floreted;boiled
grok-3-mini,english-monolingual,0.0,AR # Arabic,Perfect,most frequent,Food Items,broccoli,fresh;green;steamed;crisp;organic;raw;frozen;tender;floreted;healthy
grok-3-mini,english-monolingual,0.0,AR # Arabic,B1,most frequent,Food Items,cheese,sharp;creamy;aged;soft;hard;grated;melted;flavorful;imported;mild
grok-3-mini,english-monolingual,0.0,AR # Arabic,B2,most frequent,Food Items,cheese,sharp;creamy;aged;soft;hard;melted;grated;flavorful;mild;imported
grok-3-mini,english-monolingual,0.0,AR # Arabic,C1,most frequent,Food Items,cheese,sharp;creamy;aged;soft;hard;grated;melted;flavorful;imported;mild
grok-3-mini,english-monolingual,0.0,AR # Arabic,C2,most frequent,Food Items,cheese,sharp;creamy;aged;soft;grated;melted;hard;flavorful;imported;mild
grok-3-mini,english-monolingual,0.0,AR # Arabic,Perfect,most frequent,Food Items,cheese,sharp;creamy;aged;soft;hard;grated;melted;flavorful;imported;mild
grok-3-mini,english-monolingual,0.0,AR # Arabic,B1,most frequent,Food Items,chicken,grilled;roasted;fried;organic;boneless;fresh;spicy;tender;free-range;marinated
grok-3-mini,english-monolingual,0.0,AR # Arabic,B2,most frequent,Food Items,chicken,grilled;roasted;fresh;organic;boneless;spicy;fried;tender;free-range;seasoned
grok-3-mini,english-monolingual,0.0,AR # Arabic,C1,most frequent,Food Items,chicken,grilled;roasted;fresh;organic;boneless;fried;tender;spicy;free-range;raw
grok-3-mini,english-monolingual,0.0,AR # Arabic,C2,most frequent,Food Items,chicken,grilled;roasted;boneless;fresh;organic;fried;tender;spicy;skinless;marinated
grok-3-mini,english-monolingual,0.0,AR # Arabic,Perfect,most frequent,Food Items,chicken,grilled;roasted;fresh;organic;boneless;spicy;fried;tender;free-range;seasoned
grok-3-mini,english-monolingual,0.0,AR # Arabic,B1,most frequent,Food Items,egg,fresh;boiled;fried;organic;large;brown;scrambled;cracked;free-range;raw
grok-3-mini,english-monolingual,0.0,AR # Arabic,B2,most frequent,Food Items,egg,fresh;boiled;fried;organic;large;cracked;brown;scrambled;raw;fertilized
grok-3-mini,english-monolingual,0.0,AR # Arabic,C1,most frequent,Food Items,egg,fresh;boiled;fried;organic;large;cracked;brown;scrambled;free-range;runny
grok-3-mini,english-monolingual,0.0,AR # Arabic,C2,most frequent,Food Items,egg,fresh;boiled;scrambled;brown;free-range;cracked;organic;raw;large;fried
grok-3-mini,english-monolingual,0.0,AR # Arabic,Perfect,most frequent,Food Items,egg,fresh;boiled;scrambled;organic;brown;white;cracked;large;fried;runny
grok-3-mini,english-monolingual,0.0,AR # Arabic,B1,most frequent,Food Items,fish,fresh;grilled;smoked;wild;frozen;flaky;oily;salted;caught;filleted
grok-3-mini,english-monolingual,0.0,AR # Arabic,B2,most frequent,Food Items,fish,fresh;grilled;smoked;wild;frozen;flaky;oily;saltwater;tasty;filleted
grok-3-mini,english-monolingual,0.0,AR # Arabic,C1,most frequent,Food Items,fish,fresh;grilled;oily;smoked;wild;frozen;flaky;saltwater;tasty;raw
grok-3-mini,english-monolingual,0.0,AR # Arabic,C2,most frequent,Food Items,fish,fresh;grilled;smoked;wild-caught;flaky;frozen;oily;salted;filleted;steamed
grok-3-mini,english-monolingual,0.0,AR # Arabic,Perfect,most frequent,Food Items,fish,fresh;grilled;smoked;wild;frozen;flaky;oily;saltwater;tasty;filleted
grok-3-mini,english-monolingual,0.0,AR # Arabic,B1,most frequent,Food Items,pasta,cooked;al dente;fresh;dried;whole-wheat;stuffed;sauced;homemade;twisted;colorful
grok-3-mini,english-monolingual,0.0,AR # Arabic,B2,most frequent,Food Items,pasta,cooked;al dente;homemade;dried;stuffed;sauced;wheat;colorful;fresh;twisted
grok-3-mini,english-monolingual,0.0,AR # Arabic,C1,most frequent,Food Items,pasta,cooked;al dente;fresh;dried;homemade;cheesy;sauced;twisted;colorful;Italian
grok-3-mini,english-monolingual,0.0,AR # Arabic,C2,most frequent,Food Items,pasta,cooked;al dente;fresh;dried;whole-wheat;stuffed;sauced;homemade;twisted;boiled
grok-3-mini,english-monolingual,0.0,AR # Arabic,Perfect,most frequent,Food Items,pasta,cooked;al dente;fresh;dried;stuffed;whole-wheat;sauced;homemade;twisted;colorful
grok-3-mini,english-monolingual,0.0,AR # Arabic,B1,most frequent,Food Items,rice,steamed;white;brown;cooked;sticky;wild;fluffy;basmati;fried;seasoned
grok-3-mini,english-monolingual,0.0,AR # Arabic,B2,most frequent,Food Items,rice,steamed;white;brown;cooked;sticky;wild;fragrant;boiled;long-grain;seasoned
grok-3-mini,english-monolingual,0.0,AR # Arabic,C1,most frequent,Food Items,rice,steamed;white;brown;cooked;sticky;fluffy;wild;basmati;raw;seasoned
grok-3-mini,english-monolingual,0.0,AR # Arabic,C2,most frequent,Food Items,rice,steamed;white;brown;cooked;sticky;wild;fluffy;basmati;fried;long-grain
grok-3-mini,english-monolingual,0.0,AR # Arabic,Perfect,most frequent,Food Items,rice,steamed;white;brown;cooked;sticky;wild;fluffy;basmati;fried;aromatic
grok-3-mini,english-monolingual,0.0,AR # Arabic,B1,most frequent,Food Items,soup,hot;creamy;vegetable;hearty;spicy;clear;homemade;chilled;thick;flavorful
grok-3-mini,english-monolingual,0.0,AR # Arabic,B2,most frequent,Food Items,soup,hot;creamy;vegetable;hearty;spicy;clear;chilled;flavorful;homemade;thick
grok-3-mini,english-monolingual,0.0,AR # Arabic,C1,most frequent,Food Items,soup,hot;creamy;vegetable;hearty;spicy;clear;homemade;chilled;thick;flavorful
grok-3-mini,english-monolingual,0.0,AR # Arabic,C2,most frequent,Food Items,soup,hot;creamy;vegetable;hearty;spicy;clear;homemade;chilled;thick;flavorful
grok-3-mini,english-monolingual,0.0,AR # Arabic,Perfect,most frequent,Food Items,soup,hot;creamy;vegetable;hearty;spicy;clear;homemade;chilled;flavorful;thick
grok-3-mini,english-monolingual,0.0,AR # Arabic,B1,most frequent,Human Roles,artist,talented;creative;struggling;famous;visionary;dedicated;eccentric;skilled;emerging;inspired
grok-3-mini,english-monolingual,0.0,AR # Arabic,B2,most frequent,Human Roles,artist,talented;creative;struggling;famous;visionary;dedicated;eccentric;modern;skilled;inspired
grok-3-mini,english-monolingual,0.0,AR # Arabic,C1,most frequent,Human Roles,artist,talented;creative;visionary;struggling;famous;dedicated;innovative;eccentric;skilled;emerging
grok-3-mini,english-monolingual,0.0,AR # Arabic,C2,most frequent,Human Roles,artist,talented;creative;struggling;famous;visionary;dedicated;eccentric;emerging;skilled;innovative
grok-3-mini,english-monolingual,0.0,AR # Arabic,Perfect,most frequent,Human Roles,artist,talented;creative;visionary;struggling;famous;dedicated;innovative;eccentric;skilled;emerging
grok-3-mini,english-monolingual,0.0,AR # Arabic,B1,most frequent,Human Roles,athlete,professional;dedicated;fit;competitive;Olympic;injured;skilled;young;veteran;agile
grok-3-mini,english-monolingual,0.0,AR # Arabic,B2,most frequent,Human Roles,athlete,professional;dedicated;fit;competitive;Olympic;injured;skilled;young;seasoned;agile
grok-3-mini,english-monolingual,0.0,AR # Arabic,C1,most frequent,Human Roles,athlete,fit;dedicated;professional;Olympic;injured;speedy;strong;competitive;young;seasoned
grok-3-mini,english-monolingual,0.0,AR # Arabic,C2,most frequent,Human Roles,athlete,professional;dedicated;fit;competitive;Olympic;injured;agile;star;young;seasoned
grok-3-mini,english-monolingual,0.0,AR # Arabic,Perfect,most frequent,Human Roles,athlete,professional;dedicated;fit;competitive;Olympic;injured;skilled;young;elite;determined
grok-3-mini,english-monolingual,0.0,AR # Arabic,B1,most frequent,Human Roles,chef,skilled;innovative;professional;celebrity;passionate;trained;busy;creative;experienced;meticulous
grok-3-mini,english-monolingual,0.0,AR # Arabic,B2,most frequent,Human Roles,chef,skilled;innovative;professional;celebrity;passionate;trained;busy;creative;experienced;meticulous
grok-3-mini,english-monolingual,0.0,AR # Arabic,C1,most frequent,Human Roles,chef,skilled;innovative;famous;busy;talented;professional;creative;experienced;passionate;meticulous
grok-3-mini,english-monolingual,0.0,AR # Arabic,C2,most frequent,Human Roles,chef,skilled;renowned;innovative;professional;passionate;celebrity;amateur;talented;busy;creative
grok-3-mini,english-monolingual,0.0,AR # Arabic,Perfect,most frequent,Human Roles,chef,skilled;innovative;professional;celebrity;passionate;trained;creative;busy;talented;experienced
grok-3-mini,english-monolingual,0.0,AR # Arabic,B1,most frequent,Human Roles,doctor,skilled;dedicated;experienced;specialist;caring;busy;qualified;emergency;senior;compassionate
grok-3-mini,english-monolingual,0.0,AR # Arabic,B2,most frequent,Human Roles,doctor,skilled;dedicated;experienced;young;specialist;caring;busy;renowned;emergency;compassionate
grok-3-mini,english-monolingual,0.0,AR # Arabic,C1,most frequent,Human Roles,doctor,skilled;dedicated;experienced;busy;compassionate;specialist;young;renowned;caring;overworked
grok-3-mini,english-monolingual,0.0,AR # Arabic,C2,most frequent,Human Roles,doctor,skilled;experienced;dedicated;specialist;emergency;compassionate;young;retired;busy;renowned
grok-3-mini,english-monolingual,0.0,AR # Arabic,Perfect,most frequent,Human Roles,doctor,skilled;dedicated;experienced;emergency;specialist;caring;busy;qualified;young;respected
grok-3-mini,english-monolingual,0.0,AR # Arabic,B1,most frequent,Human Roles,engineer,skilled;innovative;mechanical;electrical;experienced;creative;senior;junior;dedicated;practical
grok-3-mini,english-monolingual,0.0,AR # Arabic,B2,most frequent,Human Roles,engineer,skilled;innovative;mechanical;electrical;experienced;creative;practical;young;senior;dedicated
grok-3-mini,english-monolingual,0.0,AR # Arabic,C1,most frequent,Human Roles,engineer,skilled;innovative;mechanical;electrical;dedicated;creative;experienced;problem-solving;young;senior
grok-3-mini,english-monolingual,0.0,AR # Arabic,C2,most frequent,Human Roles,engineer,skilled;innovative;mechanical;electrical;experienced;creative;junior;senior;dedicated;practical
